agent,task_id,success
meta-llama__Llama-2-7b-hf,57,0.0
meta-llama__Llama-2-7b-hf,58,1.0
meta-llama__Llama-2-7b-hf,59,0.0
meta-llama__Llama-2-7b-hf,60,0.0
meta-llama__Llama-2-7b-hf,61,0.0
meta-llama__Llama-2-7b-hf,62,0.0
meta-llama__Llama-2-7b-hf,63,0.0
meta-llama__Llama-2-7b-hf,64,0.0
meta-llama__Llama-2-7b-hf,65,0.0
meta-llama__Llama-2-7b-hf,66,0.0
meta-llama__Llama-2-7b-hf,67,0.0
meta-llama__Llama-2-7b-hf,68,0.0
meta-llama__Llama-2-7b-hf,69,0.0
meta-llama__Llama-2-7b-hf,70,0.0
meta-llama__Llama-2-7b-hf,71,0.0
meta-llama__Llama-2-7b-hf,72,0.0
meta-llama__Llama-2-7b-hf,73,1.0
meta-llama__Llama-2-7b-hf,74,0.0
meta-llama__Llama-2-7b-hf,75,0.0
meta-llama__Llama-2-7b-hf,76,0.0
meta-llama__Llama-2-7b-hf,77,0.0
meta-llama__Llama-2-7b-hf,78,0.0
meta-llama__Llama-2-7b-hf,79,0.0
meta-llama__Llama-2-7b-hf,80,0.0
meta-llama__Llama-2-7b-hf,81,0.0
meta-llama__Llama-2-7b-hf,82,0.0
meta-llama__Llama-2-7b-hf,83,0.0
meta-llama__Llama-2-7b-hf,84,1.0
meta-llama__Llama-2-7b-hf,85,0.0
meta-llama__Llama-2-7b-hf,86,0.0
meta-llama__Llama-2-7b-hf,87,0.0
meta-llama__Llama-2-7b-hf,88,0.0
meta-llama__Llama-2-7b-hf,89,1.0
meta-llama__Llama-2-7b-hf,90,0.0
meta-llama__Llama-2-7b-hf,91,0.0
meta-llama__Llama-2-7b-hf,92,0.0
meta-llama__Llama-2-7b-hf,93,0.0
meta-llama__Llama-2-7b-hf,94,0.0
meta-llama__Llama-2-7b-hf,95,0.0
meta-llama__Llama-2-7b-hf,96,0.0
meta-llama__Llama-2-7b-hf,97,0.0
meta-llama__Llama-2-7b-hf,98,0.0
meta-llama__Llama-2-7b-hf,99,0.0
meta-llama__Llama-2-7b-hf,100,0.0
meta-llama__Llama-2-7b-hf,101,0.0
meta-llama__Llama-2-7b-hf,102,0.0
meta-llama__Llama-2-7b-hf,103,1.0
meta-llama__Llama-2-7b-hf,104,0.0
meta-llama__Llama-2-7b-hf,105,0.0
meta-llama__Llama-2-7b-hf,106,0.0
meta-llama__Llama-2-7b-hf,107,0.0
meta-llama__Llama-2-7b-hf,108,1.0
meta-llama__Llama-2-7b-hf,109,0.0
meta-llama__Llama-2-7b-hf,110,0.0
meta-llama__Llama-2-7b-hf,111,0.0
meta-llama__Llama-2-7b-hf,112,0.0
meta-llama__Llama-2-7b-hf,113,0.0
meta-llama__Llama-2-7b-hf,114,0.0
meta-llama__Llama-2-7b-hf,115,0.0
meta-llama__Llama-2-7b-hf,116,0.0
meta-llama__Llama-2-7b-hf,117,1.0
meta-llama__Llama-2-7b-hf,118,0.0
meta-llama__Llama-2-7b-hf,119,0.0
meta-llama__Llama-2-7b-hf,120,1.0
meta-llama__Llama-2-7b-hf,121,1.0
meta-llama__Llama-2-7b-hf,122,1.0
meta-llama__Llama-2-7b-hf,123,1.0
meta-llama__Llama-2-7b-hf,124,0.0
meta-llama__Llama-2-7b-hf,125,0.0
meta-llama__Llama-2-7b-hf,126,0.0
meta-llama__Llama-2-7b-hf,127,0.0
meta-llama__Llama-2-7b-hf,128,1.0
meta-llama__Llama-2-7b-hf,129,0.0
meta-llama__Llama-2-7b-hf,130,0.0
meta-llama__Llama-2-7b-hf,131,0.0
meta-llama__Llama-2-7b-hf,132,0.0
meta-llama__Llama-2-7b-hf,133,0.0
meta-llama__Llama-2-7b-hf,134,0.0
meta-llama__Llama-2-7b-hf,135,0.0
meta-llama__Llama-2-7b-hf,136,0.0
meta-llama__Llama-2-7b-hf,137,0.0
meta-llama__Llama-2-7b-hf,138,1.0
meta-llama__Llama-2-7b-hf,139,0.0
meta-llama__Llama-2-7b-hf,140,0.0
meta-llama__Llama-2-7b-hf,141,0.0
meta-llama__Llama-2-7b-hf,142,0.0
meta-llama__Llama-2-7b-hf,143,0.0
meta-llama__Llama-2-7b-hf,144,0.0
meta-llama__Llama-2-7b-hf,145,0.0
meta-llama__Llama-2-7b-hf,146,0.0
meta-llama__Llama-2-7b-hf,147,0.0
meta-llama__Llama-2-7b-hf,148,0.0
meta-llama__Llama-2-7b-hf,149,0.0
meta-llama__Llama-2-7b-hf,150,0.0
meta-llama__Llama-2-7b-hf,151,1.0
meta-llama__Llama-2-7b-hf,152,0.0
meta-llama__Llama-2-7b-hf,153,1.0
meta-llama__Llama-2-7b-hf,154,0.0
meta-llama__Llama-2-7b-hf,155,0.0
meta-llama__Llama-2-7b-hf,156,0.0
meta-llama__Llama-2-7b-hf,157,0.0
meta-llama__Llama-2-7b-hf,158,1.0
meta-llama__Llama-2-7b-hf,159,0.0
meta-llama__Llama-2-7b-hf,160,0.0
meta-llama__Llama-2-7b-hf,161,0.0
meta-llama__Llama-2-7b-hf,162,0.0
meta-llama__Llama-2-7b-hf,163,0.0
meta-llama__Llama-2-7b-hf,164,1.0
meta-llama__Llama-2-7b-hf,165,0.0
meta-llama__Llama-2-7b-hf,166,0.0
meta-llama__Llama-2-7b-hf,167,0.0
meta-llama__Llama-2-7b-hf,168,0.0
meta-llama__Llama-2-7b-hf,169,0.0
meta-llama__Llama-2-7b-hf,170,0.0
meta-llama__Llama-2-7b-hf,171,0.0
meta-llama__Llama-2-7b-hf,172,0.0
meta-llama__Llama-2-7b-hf,173,0.0
meta-llama__Llama-2-7b-hf,174,1.0
meta-llama__Llama-2-7b-hf,175,0.0
meta-llama__Llama-2-7b-hf,176,1.0
meta-llama__Llama-2-7b-hf,177,0.0
meta-llama__Llama-2-7b-hf,178,0.0
meta-llama__Llama-2-7b-hf,179,0.0
meta-llama__Llama-2-7b-hf,180,0.0
meta-llama__Llama-2-7b-hf,181,0.0
meta-llama__Llama-2-7b-hf,182,0.0
meta-llama__Llama-2-7b-hf,183,0.0
meta-llama__Llama-2-7b-hf,184,0.0
meta-llama__Llama-2-7b-hf,185,1.0
meta-llama__Llama-2-7b-hf,186,0.0
meta-llama__Llama-2-7b-hf,187,0.0
meta-llama__Llama-2-7b-hf,188,0.0
meta-llama__Llama-2-7b-hf,189,0.0
meta-llama__Llama-2-7b-hf,190,0.0
meta-llama__Llama-2-7b-hf,191,0.0
meta-llama__Llama-2-7b-hf,192,0.0
meta-llama__Llama-2-7b-hf,193,0.0
meta-llama__Llama-2-7b-hf,194,0.0
meta-llama__Llama-2-7b-hf,195,0.0
meta-llama__Llama-2-7b-hf,196,0.0
meta-llama__Llama-2-7b-hf,197,0.0
meta-llama__Llama-2-7b-hf,198,0.0
meta-llama__Llama-2-7b-hf,199,0.0
meta-llama__Llama-2-7b-hf,200,0.0
meta-llama__Llama-2-7b-hf,201,0.0
meta-llama__Llama-2-7b-hf,202,0.0
meta-llama__Llama-2-7b-hf,203,0.0
meta-llama__Llama-2-7b-hf,204,0.0
meta-llama__Llama-2-7b-hf,205,0.0
meta-llama__Llama-2-7b-hf,206,0.0
meta-llama__Llama-2-7b-hf,207,1.0
meta-llama__Llama-2-7b-hf,208,0.0
meta-llama__Llama-2-7b-hf,209,0.0
meta-llama__Llama-2-7b-hf,210,0.0
meta-llama__Llama-2-7b-hf,211,0.0
meta-llama__Llama-2-7b-hf,212,0.0
meta-llama__Llama-2-7b-hf,213,0.0
meta-llama__Llama-2-7b-hf,214,0.0
meta-llama__Llama-2-7b-hf,215,0.0
meta-llama__Llama-2-7b-hf,216,0.0
meta-llama__Llama-2-7b-hf,217,0.0
meta-llama__Llama-2-7b-hf,218,0.0
meta-llama__Llama-2-7b-hf,219,0.0
meta-llama__Llama-2-7b-hf,220,0.0
meta-llama__Llama-2-7b-hf,221,0.0
meta-llama__Llama-2-7b-hf,222,1.0
meta-llama__Llama-2-7b-hf,223,0.0
meta-llama__Llama-2-7b-hf,224,0.0
meta-llama__Llama-2-7b-hf,225,0.0
meta-llama__Llama-2-7b-hf,226,0.0
meta-llama__Llama-2-7b-hf,227,0.0
meta-llama__Llama-2-7b-hf,228,0.0
meta-llama__Llama-2-7b-hf,229,1.0
meta-llama__Llama-2-7b-hf,230,0.0
meta-llama__Llama-2-7b-hf,231,0.0
meta-llama__Llama-2-7b-hf,232,1.0
meta-llama__Llama-2-7b-hf,233,0.0
meta-llama__Llama-2-7b-hf,234,0.0
meta-llama__Llama-2-7b-hf,235,0.0
meta-llama__Llama-2-7b-hf,236,0.0
meta-llama__Llama-2-7b-hf,237,0.0
meta-llama__Llama-2-7b-hf,238,0.0
meta-llama__Llama-2-7b-hf,239,1.0
meta-llama__Llama-2-7b-hf,240,0.0
meta-llama__Llama-2-7b-hf,241,0.0
meta-llama__Llama-2-7b-hf,242,1.0
meta-llama__Llama-2-7b-hf,243,0.0
meta-llama__Llama-2-7b-hf,244,0.0
meta-llama__Llama-2-7b-hf,245,0.0
meta-llama__Llama-2-7b-hf,246,0.0
meta-llama__Llama-2-7b-hf,247,0.0
meta-llama__Llama-2-7b-hf,248,0.0
meta-llama__Llama-2-7b-hf,249,0.0
meta-llama__Llama-2-7b-hf,250,0.0
meta-llama__Llama-2-7b-hf,251,0.0
meta-llama__Llama-2-7b-hf,252,0.0
meta-llama__Llama-2-7b-hf,253,0.0
meta-llama__Llama-2-7b-hf,254,0.0
meta-llama__Llama-2-7b-hf,255,0.0
meta-llama__Llama-2-7b-hf,256,0.0
meta-llama__Llama-2-7b-hf,257,1.0
meta-llama__Llama-2-7b-hf,258,0.0
meta-llama__Llama-2-7b-hf,259,0.0
meta-llama__Llama-2-7b-hf,260,0.0
meta-llama__Llama-2-7b-hf,261,0.0
meta-llama__Llama-2-7b-hf,262,0.0
meta-llama__Llama-2-7b-hf,263,0.0
meta-llama__Llama-2-7b-hf,264,0.0
meta-llama__Llama-2-7b-hf,265,0.0
meta-llama__Llama-2-7b-hf,266,0.0
meta-llama__Llama-2-7b-hf,267,0.0
meta-llama__Llama-2-7b-hf,268,0.0
meta-llama__Llama-2-7b-hf,269,0.0
meta-llama__Llama-2-7b-hf,270,0.0
meta-llama__Llama-2-7b-hf,271,0.0
meta-llama__Llama-2-7b-hf,272,0.0
meta-llama__Llama-2-7b-hf,273,0.0
meta-llama__Llama-2-7b-hf,274,0.0
meta-llama__Llama-2-7b-hf,275,0.0
meta-llama__Llama-2-7b-hf,276,0.0
meta-llama__Llama-2-7b-hf,277,0.0
meta-llama__Llama-2-7b-hf,278,0.0
meta-llama__Llama-2-7b-hf,279,0.0
meta-llama__Llama-2-7b-hf,280,0.0
meta-llama__Llama-2-7b-hf,281,0.0
meta-llama__Llama-2-7b-hf,282,0.0
meta-llama__Llama-2-7b-hf,283,0.0
meta-llama__Llama-2-7b-hf,284,0.0
meta-llama__Llama-2-7b-hf,285,0.0
meta-llama__Llama-2-7b-hf,286,0.0
meta-llama__Llama-2-7b-hf,287,0.0
meta-llama__Llama-2-7b-hf,288,1.0
meta-llama__Llama-2-7b-hf,289,0.0
meta-llama__Llama-2-7b-hf,290,0.0
meta-llama__Llama-2-7b-hf,291,0.0
meta-llama__Llama-2-7b-hf,292,0.0
meta-llama__Llama-2-7b-hf,293,0.0
meta-llama__Llama-2-7b-hf,294,0.0
meta-llama__Llama-2-7b-hf,295,0.0
meta-llama__Llama-2-7b-hf,296,0.0
meta-llama__Llama-2-7b-hf,297,0.0
meta-llama__Llama-2-7b-hf,298,0.0
meta-llama__Llama-2-7b-hf,299,0.0
meta-llama__Llama-2-7b-hf,300,0.0
meta-llama__Llama-2-7b-hf,301,0.0
meta-llama__Llama-2-7b-hf,302,0.0
meta-llama__Llama-2-7b-hf,303,0.0
meta-llama__Llama-2-7b-hf,304,0.0
meta-llama__Llama-2-7b-hf,305,1.0
meta-llama__Llama-2-7b-hf,306,0.0
meta-llama__Llama-2-7b-hf,307,0.0
meta-llama__Llama-2-7b-hf,308,0.0
meta-llama__Llama-2-7b-hf,309,0.0
meta-llama__Llama-2-7b-hf,310,0.0
meta-llama__Llama-2-7b-hf,311,0.0
meta-llama__Llama-2-7b-hf,312,0.0
meta-llama__Llama-2-7b-hf,313,0.0
meta-llama__Llama-2-7b-hf,314,0.0
meta-llama__Llama-2-7b-hf,315,0.0
meta-llama__Llama-2-7b-hf,316,0.0
meta-llama__Llama-2-7b-hf,317,0.0
meta-llama__Llama-2-7b-hf,318,1.0
meta-llama__Llama-2-7b-hf,319,0.0
meta-llama__Llama-2-7b-hf,320,0.0
meta-llama__Llama-2-7b-hf,321,0.0
meta-llama__Llama-2-7b-hf,322,0.0
meta-llama__Llama-2-7b-hf,323,0.0
meta-llama__Llama-2-7b-hf,324,0.0
meta-llama__Llama-2-7b-hf,325,0.0
meta-llama__Llama-2-7b-hf,326,1.0
meta-llama__Llama-2-7b-hf,327,0.0
meta-llama__Llama-2-7b-hf,328,1.0
meta-llama__Llama-2-7b-hf,329,0.0
meta-llama__Llama-2-7b-hf,330,0.0
meta-llama__Llama-2-7b-hf,331,0.0
meta-llama__Llama-2-7b-hf,332,0.0
meta-llama__Llama-2-7b-hf,333,1.0
meta-llama__Llama-2-7b-hf,334,0.0
meta-llama__Llama-2-7b-hf,335,1.0
meta-llama__Llama-2-7b-hf,336,0.0
meta-llama__Llama-2-7b-hf,337,0.0
meta-llama__Llama-2-7b-hf,338,0.0
meta-llama__Llama-2-7b-hf,339,0.0
meta-llama__Llama-2-7b-hf,340,0.0
meta-llama__Llama-2-7b-hf,341,0.0
meta-llama__Llama-2-7b-hf,342,1.0
meta-llama__Llama-2-7b-hf,343,0.0
meta-llama__Llama-2-7b-hf,344,0.0
meta-llama__Llama-2-7b-hf,345,0.0
meta-llama__Llama-2-7b-hf,346,1.0
meta-llama__Llama-2-7b-hf,347,0.0
meta-llama__Llama-2-7b-hf,348,0.0
meta-llama__Llama-2-7b-hf,349,0.0
meta-llama__Llama-2-7b-hf,350,0.0
meta-llama__Llama-2-7b-hf,351,0.0
meta-llama__Llama-2-7b-hf,352,1.0
meta-llama__Llama-2-7b-hf,353,0.0
meta-llama__Llama-2-7b-hf,354,1.0
meta-llama__Llama-2-7b-hf,355,0.0
meta-llama__Llama-2-7b-hf,356,1.0
meta-llama__Llama-2-7b-hf,357,0.0
meta-llama__Llama-2-7b-hf,358,0.0
meta-llama__Llama-2-7b-hf,359,0.0
meta-llama__Llama-2-7b-hf,360,0.0
meta-llama__Llama-2-7b-hf,361,0.0
meta-llama__Llama-2-7b-hf,362,0.0
meta-llama__Llama-2-7b-hf,363,0.0
meta-llama__Llama-2-7b-hf,364,0.0
meta-llama__Llama-2-7b-hf,365,1.0
meta-llama__Llama-2-7b-hf,366,0.0
meta-llama__Llama-2-7b-hf,367,0.0
meta-llama__Llama-2-7b-hf,368,0.0
meta-llama__Llama-2-7b-hf,369,0.0
meta-llama__Llama-2-7b-hf,370,0.0
meta-llama__Llama-2-7b-hf,371,1.0
meta-llama__Llama-2-7b-hf,372,0.0
meta-llama__Llama-2-7b-hf,373,0.0
meta-llama__Llama-2-7b-hf,374,0.0
meta-llama__Llama-2-7b-hf,375,1.0
meta-llama__Llama-2-7b-hf,376,0.0
meta-llama__Llama-2-7b-hf,377,0.0
meta-llama__Llama-2-7b-hf,378,0.0
meta-llama__Llama-2-7b-hf,379,0.0
meta-llama__Llama-2-7b-hf,380,0.0
meta-llama__Llama-2-7b-hf,381,0.0
meta-llama__Llama-2-7b-hf,382,1.0
meta-llama__Llama-2-7b-hf,383,1.0
meta-llama__Llama-2-7b-hf,384,1.0
meta-llama__Llama-2-7b-hf,385,0.0
meta-llama__Llama-2-7b-hf,386,0.0
meta-llama__Llama-2-7b-hf,387,0.0
meta-llama__Llama-2-7b-hf,388,0.0
meta-llama__Llama-2-7b-hf,389,0.0
meta-llama__Llama-2-7b-hf,390,0.0
meta-llama__Llama-2-7b-hf,391,0.0
meta-llama__Llama-2-7b-hf,392,0.0
meta-llama__Llama-2-7b-hf,393,0.0
meta-llama__Llama-2-7b-hf,394,0.0
meta-llama__Llama-2-7b-hf,395,1.0
meta-llama__Llama-2-7b-hf,396,0.0
meta-llama__Llama-2-7b-hf,397,0.0
meta-llama__Llama-2-7b-hf,398,0.0
meta-llama__Llama-2-7b-hf,399,0.0
meta-llama__Llama-2-7b-hf,400,0.0
meta-llama__Llama-2-7b-hf,401,0.0
meta-llama__Llama-2-7b-hf,402,0.0
meta-llama__Llama-2-7b-hf,403,0.0
meta-llama__Llama-2-7b-hf,404,0.0
meta-llama__Llama-2-7b-hf,405,0.0
meta-llama__Llama-2-7b-hf,406,0.0
meta-llama__Llama-2-7b-hf,407,0.0
meta-llama__Llama-2-7b-hf,408,0.0
meta-llama__Llama-2-7b-hf,409,0.0
meta-llama__Llama-2-7b-hf,410,0.0
meta-llama__Llama-2-7b-hf,411,0.0
meta-llama__Llama-2-7b-hf,412,0.0
meta-llama__Llama-2-7b-hf,413,0.0
meta-llama__Llama-2-7b-hf,414,0.0
meta-llama__Llama-2-7b-hf,415,0.0
meta-llama__Llama-2-7b-hf,416,0.0
meta-llama__Llama-2-7b-hf,417,0.0
meta-llama__Llama-2-7b-hf,418,0.0
meta-llama__Llama-2-7b-hf,419,0.0
meta-llama__Llama-2-7b-hf,420,0.0
meta-llama__Llama-2-7b-hf,421,0.0
meta-llama__Llama-2-7b-hf,422,1.0
meta-llama__Llama-2-7b-hf,423,0.0
meta-llama__Llama-2-7b-hf,424,0.0
meta-llama__Llama-2-7b-hf,425,0.0
meta-llama__Llama-2-7b-hf,426,0.0
meta-llama__Llama-2-7b-hf,427,0.0
meta-llama__Llama-2-7b-hf,428,0.0
meta-llama__Llama-2-7b-hf,429,0.0
meta-llama__Llama-2-7b-hf,430,0.0
meta-llama__Llama-2-7b-hf,431,0.0
meta-llama__Llama-2-7b-hf,432,1.0
meta-llama__Llama-2-7b-hf,433,0.0
meta-llama__Llama-2-7b-hf,434,0.0
meta-llama__Llama-2-7b-hf,435,0.0
meta-llama__Llama-2-7b-hf,436,1.0
meta-llama__Llama-2-7b-hf,437,0.0
meta-llama__Llama-2-7b-hf,438,0.0
meta-llama__Llama-2-7b-hf,439,0.0
meta-llama__Llama-2-7b-hf,440,0.0
meta-llama__Llama-2-7b-hf,441,0.0
meta-llama__Llama-2-7b-hf,442,0.0
meta-llama__Llama-2-7b-hf,443,0.0
meta-llama__Llama-2-7b-hf,444,1.0
meta-llama__Llama-2-7b-hf,445,0.0
meta-llama__Llama-2-7b-hf,446,1.0
meta-llama__Llama-2-7b-hf,447,1.0
meta-llama__Llama-2-7b-hf,448,0.0
meta-llama__Llama-2-7b-hf,449,0.0
meta-llama__Llama-2-7b-hf,450,0.0
meta-llama__Llama-2-7b-hf,451,0.0
meta-llama__Llama-2-7b-hf,452,0.0
meta-llama__Llama-2-7b-hf,453,0.0
meta-llama__Llama-2-7b-hf,454,1.0
meta-llama__Llama-2-7b-hf,455,0.0
meta-llama__Llama-2-7b-hf,456,0.0
meta-llama__Llama-2-7b-hf,457,1.0
meta-llama__Llama-2-7b-hf,458,0.0
meta-llama__Llama-2-7b-hf,459,0.0
meta-llama__Llama-2-7b-hf,460,0.0
meta-llama__Llama-2-7b-hf,461,1.0
meta-llama__Llama-2-7b-hf,462,0.0
meta-llama__Llama-2-7b-hf,463,1.0
meta-llama__Llama-2-7b-hf,464,0.0
meta-llama__Llama-2-7b-hf,465,1.0
meta-llama__Llama-2-7b-hf,466,0.0
meta-llama__Llama-2-7b-hf,467,1.0
meta-llama__Llama-2-7b-hf,468,0.0
meta-llama__Llama-2-7b-hf,469,0.0
meta-llama__Llama-2-7b-hf,470,0.0
meta-llama__Llama-2-7b-hf,471,0.0
meta-llama__Llama-2-7b-hf,472,0.0
meta-llama__Llama-2-7b-hf,473,0.0
meta-llama__Llama-2-7b-hf,474,1.0
meta-llama__Llama-2-7b-hf,475,0.0
meta-llama__Llama-2-7b-hf,476,0.0
meta-llama__Llama-2-7b-hf,477,0.0
meta-llama__Llama-2-7b-hf,478,0.0
meta-llama__Llama-2-7b-hf,479,0.0
meta-llama__Llama-2-7b-hf,480,0.0
meta-llama__Llama-2-7b-hf,481,0.0
meta-llama__Llama-2-7b-hf,482,0.0
meta-llama__Llama-2-7b-hf,483,0.0
meta-llama__Llama-2-7b-hf,484,0.0
meta-llama__Llama-2-7b-hf,485,0.0
meta-llama__Llama-2-7b-hf,486,0.0
meta-llama__Llama-2-7b-hf,487,0.0
meta-llama__Llama-2-7b-hf,488,1.0
meta-llama__Llama-2-7b-hf,489,0.0
meta-llama__Llama-2-7b-hf,490,0.0
meta-llama__Llama-2-7b-hf,491,0.0
meta-llama__Llama-2-7b-hf,492,0.0
meta-llama__Llama-2-7b-hf,493,0.0
meta-llama__Llama-2-7b-hf,494,0.0
meta-llama__Llama-2-7b-hf,495,1.0
meta-llama__Llama-2-7b-hf,496,0.0
meta-llama__Llama-2-7b-hf,497,0.0
meta-llama__Llama-2-7b-hf,498,0.0
meta-llama__Llama-2-7b-hf,499,0.0
meta-llama__Llama-2-7b-hf,500,1.0
meta-llama__Llama-2-7b-hf,501,0.0
meta-llama__Llama-2-7b-hf,502,0.0
meta-llama__Llama-2-7b-hf,503,0.0
meta-llama__Llama-2-7b-hf,504,0.0
meta-llama__Llama-2-7b-hf,505,0.0
meta-llama__Llama-2-7b-hf,506,0.0
meta-llama__Llama-2-7b-hf,507,1.0
meta-llama__Llama-2-7b-hf,508,0.0
meta-llama__Llama-2-7b-hf,509,0.0
meta-llama__Llama-2-7b-hf,510,1.0
meta-llama__Llama-2-7b-hf,511,1.0
meta-llama__Llama-2-7b-hf,512,0.0
meta-llama__Llama-2-7b-hf,513,1.0
meta-llama__Llama-2-7b-hf,514,0.0
meta-llama__Llama-2-7b-hf,515,1.0
meta-llama__Llama-2-7b-hf,516,0.0
meta-llama__Llama-2-7b-hf,517,1.0
meta-llama__Llama-2-7b-hf,518,0.0
meta-llama__Llama-2-7b-hf,519,0.0
meta-llama__Llama-2-7b-hf,520,0.0
meta-llama__Llama-2-7b-hf,521,0.0
meta-llama__Llama-2-7b-hf,522,0.0
meta-llama__Llama-2-7b-hf,523,0.0
meta-llama__Llama-2-7b-hf,524,0.0
meta-llama__Llama-2-7b-hf,525,0.0
meta-llama__Llama-2-7b-hf,526,1.0
meta-llama__Llama-2-7b-hf,527,0.0
meta-llama__Llama-2-7b-hf,528,1.0
meta-llama__Llama-2-7b-hf,529,0.0
meta-llama__Llama-2-7b-hf,530,0.0
meta-llama__Llama-2-7b-hf,531,1.0
meta-llama__Llama-2-7b-hf,532,0.0
meta-llama__Llama-2-7b-hf,533,1.0
meta-llama__Llama-2-7b-hf,534,0.0
meta-llama__Llama-2-7b-hf,535,0.0
meta-llama__Llama-2-7b-hf,536,0.0
meta-llama__Llama-2-7b-hf,537,0.0
meta-llama__Llama-2-7b-hf,538,0.0
meta-llama__Llama-2-7b-hf,539,0.0
meta-llama__Llama-2-7b-hf,540,0.0
meta-llama__Llama-2-7b-hf,541,0.0
meta-llama__Llama-2-7b-hf,542,0.0
meta-llama__Llama-2-7b-hf,543,0.0
meta-llama__Llama-2-7b-hf,544,0.0
meta-llama__Llama-2-7b-hf,545,0.0
meta-llama__Llama-2-7b-hf,546,1.0
meta-llama__Llama-2-7b-hf,547,0.0
meta-llama__Llama-2-7b-hf,548,0.0
meta-llama__Llama-2-7b-hf,549,0.0
meta-llama__Llama-2-7b-hf,550,0.0
meta-llama__Llama-2-7b-hf,551,1.0
meta-llama__Llama-2-7b-hf,552,1.0
meta-llama__Llama-2-7b-hf,553,0.0
meta-llama__Llama-2-7b-hf,554,1.0
meta-llama__Llama-2-7b-hf,555,0.0
meta-llama__Llama-2-7b-hf,556,0.0
meta-llama__Llama-2-7b-hf,557,0.0
meta-llama__Llama-2-7b-hf,558,0.0
meta-llama__Llama-2-7b-hf,559,0.0
meta-llama__Llama-2-7b-hf,560,0.0
meta-llama__Llama-2-7b-hf,561,0.0
meta-llama__Llama-2-7b-hf,562,0.0
meta-llama__Llama-2-7b-hf,563,0.0
meta-llama__Llama-2-7b-hf,564,0.0
meta-llama__Llama-2-7b-hf,565,1.0
meta-llama__Llama-2-7b-hf,566,0.0
meta-llama__Llama-2-7b-hf,567,0.0
meta-llama__Llama-2-7b-hf,568,0.0
meta-llama__Llama-2-7b-hf,569,0.0
meta-llama__Llama-2-7b-hf,570,0.0
meta-llama__Llama-2-7b-hf,571,0.0
meta-llama__Llama-2-7b-hf,572,1.0
meta-llama__Llama-2-7b-hf,573,0.0
meta-llama__Llama-2-7b-hf,574,1.0
meta-llama__Llama-2-7b-hf,575,0.0
meta-llama__Llama-2-7b-hf,576,0.0
meta-llama__Llama-2-7b-hf,577,0.0
meta-llama__Llama-2-7b-hf,578,0.0
meta-llama__Llama-2-7b-hf,579,1.0
meta-llama__Llama-2-7b-hf,580,0.0
meta-llama__Llama-2-7b-hf,581,1.0
