benchmark,a,b,n_full,n_margin,effect_full,effect_margin,abs_delta,sign_flip,scaffold_a,scaffold_b,yearmonth_a,yearmonth_b,scaffold_stratum,temporal_stratum
corebench_hard,CORE-Agent (Claude Haiku 4.5 (October 2025)),CORE-Agent (DeepSeek V3.1 (August 2025)),45,14,-0.08888888888888889,-0.35714285714285715,0.26825396825396824,False,CORE-Agent,CORE-Agent,2025-10,2025-08,intra-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Haiku 4.5 (October 2025)),CORE-Agent (GPT-4.1 (April 2025)),45,14,-0.2222222222222222,-0.7142857142857143,0.4920634920634921,False,CORE-Agent,CORE-Agent,2025-10,2025-04,intra-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Haiku 4.5 (October 2025)),CORE-Agent (GPT-5 Medium (August 2025)),45,14,-0.15555555555555556,-0.5,0.34444444444444444,False,CORE-Agent,CORE-Agent,2025-10,2025-08,intra-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Haiku 4.5 (October 2025)),CORE-Agent (GPT-OSS-120B (August 2025)),45,14,0.0,-0.14285714285714285,0.14285714285714285,False,CORE-Agent,CORE-Agent,2025-10,2025-08,intra-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Haiku 4.5 (October 2025)),CORE-Agent (GPT-OSS-120B High (August 2025)),45,14,0.0,-0.21428571428571427,0.21428571428571427,False,CORE-Agent,CORE-Agent,2025-10,2025-08,intra-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Haiku 4.5 (October 2025)),CORE-Agent (Gemini 2.0 Flash (February 2025)),45,14,0.0,-0.14285714285714285,0.14285714285714285,False,CORE-Agent,CORE-Agent,2025-10,2025-02,intra-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Haiku 4.5 (October 2025)),CORE-Agent (Gemini 2.5 Pro Preview (March 2025)),45,14,-0.1111111111111111,-0.42857142857142855,0.31746031746031744,False,CORE-Agent,CORE-Agent,2025-10,2025-03,intra-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Haiku 4.5 (October 2025)),CORE-Agent (o3 Medium (April 2025)),45,14,-0.13333333333333333,-0.35714285714285715,0.22380952380952382,False,CORE-Agent,CORE-Agent,2025-10,2025-04,intra-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Haiku 4.5 (October 2025)),CORE-Agent (o4-mini High (April 2025)),45,14,-0.15555555555555556,-0.5714285714285714,0.41587301587301584,False,CORE-Agent,CORE-Agent,2025-10,2025-04,intra-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Haiku 4.5 (October 2025)),CORE-Agent (o4-mini Low (April 2025)),45,14,-0.06666666666666667,-0.42857142857142855,0.3619047619047619,False,CORE-Agent,CORE-Agent,2025-10,2025-04,intra-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Haiku 4.5 (October 2025)),HAL Generalist Agent (Claude Opus 4.1 (August 2025)),45,14,-0.24444444444444444,-0.5714285714285714,0.32698412698412693,False,CORE-Agent,HAL Generalist Agent,2025-10,2025-08,inter-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Haiku 4.5 (October 2025)),HAL Generalist Agent (Claude Opus 4.1 High (August 2025)),45,14,-0.2222222222222222,-0.5,0.2777777777777778,False,CORE-Agent,HAL Generalist Agent,2025-10,2025-08,inter-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Haiku 4.5 (October 2025)),HAL Generalist Agent (Claude Sonnet 4.5 (September 2025)),45,14,-0.2222222222222222,-0.5714285714285714,0.3492063492063492,False,CORE-Agent,HAL Generalist Agent,2025-10,2025-09,inter-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Haiku 4.5 (October 2025)),HAL Generalist Agent (Claude Sonnet 4.5 High (September 2025)),45,14,-0.17777777777777778,-0.5,0.3222222222222222,False,CORE-Agent,HAL Generalist Agent,2025-10,2025-09,inter-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Haiku 4.5 (October 2025)),HAL Generalist Agent (Claude-3.7 Sonnet (February 2025)),45,14,-0.2,-0.6428571428571429,0.4428571428571429,False,CORE-Agent,HAL Generalist Agent,2025-10,2025-02,inter-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Haiku 4.5 (October 2025)),HAL Generalist Agent (Claude-3.7 Sonnet High (February 2025)),45,14,-0.26666666666666666,-0.7142857142857143,0.44761904761904764,False,CORE-Agent,HAL Generalist Agent,2025-10,2025-02,inter-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Haiku 4.5 (October 2025)),HAL Generalist Agent (DeepSeek R1 (January 2025)),45,14,0.08888888888888889,0.14285714285714285,0.05396825396825396,False,CORE-Agent,HAL Generalist Agent,2025-10,2025-01,inter-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Haiku 4.5 (October 2025)),HAL Generalist Agent (DeepSeek R1 (May 2025)),45,14,0.022222222222222223,-0.07142857142857142,0.09365079365079365,True,CORE-Agent,HAL Generalist Agent,2025-10,2025-05,inter-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Haiku 4.5 (October 2025)),HAL Generalist Agent (DeepSeek V3 (March 2025)),45,14,0.022222222222222223,0.0,0.022222222222222223,False,CORE-Agent,HAL Generalist Agent,2025-10,2025-03,inter-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Haiku 4.5 (October 2025)),HAL Generalist Agent (GPT-4.1 (April 2025)),45,14,-0.1111111111111111,-0.42857142857142855,0.31746031746031744,False,CORE-Agent,HAL Generalist Agent,2025-10,2025-04,inter-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Haiku 4.5 (October 2025)),HAL Generalist Agent (GPT-5 Medium (August 2025)),45,14,0.0,-0.14285714285714285,0.14285714285714285,False,CORE-Agent,HAL Generalist Agent,2025-10,2025-08,inter-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Haiku 4.5 (October 2025)),HAL Generalist Agent (GPT-OSS-120B (August 2025)),45,14,0.022222222222222223,-0.14285714285714285,0.16507936507936508,True,CORE-Agent,HAL Generalist Agent,2025-10,2025-08,inter-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Haiku 4.5 (October 2025)),HAL Generalist Agent (GPT-OSS-120B High (August 2025)),45,14,0.022222222222222223,-0.07142857142857142,0.09365079365079365,True,CORE-Agent,HAL Generalist Agent,2025-10,2025-08,inter-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Haiku 4.5 (October 2025)),HAL Generalist Agent (Gemini 2.0 Flash (February 2025)),45,14,0.06666666666666667,0.0,0.06666666666666667,False,CORE-Agent,HAL Generalist Agent,2025-10,2025-02,inter-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Haiku 4.5 (October 2025)),HAL Generalist Agent (o3 Medium (April 2025)),45,14,-0.1111111111111111,-0.35714285714285715,0.24603174603174605,False,CORE-Agent,HAL Generalist Agent,2025-10,2025-04,inter-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Haiku 4.5 (October 2025)),HAL Generalist Agent (o4-mini High (April 2025)),45,14,-0.24444444444444444,-0.7142857142857143,0.46984126984126984,False,CORE-Agent,HAL Generalist Agent,2025-10,2025-04,inter-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Haiku 4.5 (October 2025)),HAL Generalist Agent (o4-mini Low (April 2025)),45,14,-0.044444444444444446,-0.2857142857142857,0.24126984126984125,False,CORE-Agent,HAL Generalist Agent,2025-10,2025-04,inter-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Opus 4.1 (August 2025)),CORE-Agent (Claude Opus 4.1 High (August 2025)),45,14,0.08888888888888889,0.07142857142857142,0.017460317460317468,False,CORE-Agent,CORE-Agent,2025-08,2025-08,intra-scaffold,intra-month
corebench_hard,CORE-Agent (Claude Opus 4.1 (August 2025)),CORE-Agent (Claude Sonnet 4 (May 2025)),45,14,0.2222222222222222,0.2857142857142857,0.06349206349206349,False,CORE-Agent,CORE-Agent,2025-08,2025-05,intra-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Opus 4.1 (August 2025)),CORE-Agent (Claude Sonnet 4 High (May 2025)),45,14,0.17777777777777778,0.0,0.17777777777777778,False,CORE-Agent,CORE-Agent,2025-08,2025-05,intra-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Opus 4.1 (August 2025)),CORE-Agent (Claude Sonnet 4.5 (September 2025)),45,14,0.13333333333333333,0.35714285714285715,0.22380952380952382,False,CORE-Agent,CORE-Agent,2025-08,2025-09,intra-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Opus 4.1 (August 2025)),CORE-Agent (Claude Sonnet 4.5 High (September 2025)),45,14,0.06666666666666667,0.14285714285714285,0.07619047619047618,False,CORE-Agent,CORE-Agent,2025-08,2025-09,intra-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Opus 4.1 (August 2025)),CORE-Agent (Claude-3.7 Sonnet (February 2025)),45,14,0.15555555555555556,0.14285714285714285,0.012698412698412709,False,CORE-Agent,CORE-Agent,2025-08,2025-02,intra-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Opus 4.1 (August 2025)),CORE-Agent (Claude-3.7 Sonnet High (February 2025)),45,14,0.26666666666666666,0.35714285714285715,0.09047619047619049,False,CORE-Agent,CORE-Agent,2025-08,2025-02,intra-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Opus 4.1 (August 2025)),CORE-Agent (DeepSeek R1 (January 2025)),45,14,0.4888888888888889,0.8571428571428571,0.3682539682539682,False,CORE-Agent,CORE-Agent,2025-08,2025-01,intra-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Opus 4.1 (August 2025)),CORE-Agent (DeepSeek V3 (March 2025)),45,14,0.3333333333333333,0.35714285714285715,0.023809523809523836,False,CORE-Agent,CORE-Agent,2025-08,2025-03,intra-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Opus 4.1 (August 2025)),CORE-Agent (DeepSeek V3.1 (August 2025)),45,14,0.3111111111111111,0.42857142857142855,0.11746031746031743,False,CORE-Agent,CORE-Agent,2025-08,2025-08,intra-scaffold,intra-month
corebench_hard,CORE-Agent (Claude Opus 4.1 (August 2025)),CORE-Agent (GPT-4.1 (April 2025)),45,14,0.17777777777777778,0.07142857142857142,0.10634920634920636,False,CORE-Agent,CORE-Agent,2025-08,2025-04,intra-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Opus 4.1 (August 2025)),CORE-Agent (GPT-5 Medium (August 2025)),45,14,0.24444444444444444,0.2857142857142857,0.04126984126984126,False,CORE-Agent,CORE-Agent,2025-08,2025-08,intra-scaffold,intra-month
corebench_hard,CORE-Agent (Claude Opus 4.1 (August 2025)),CORE-Agent (GPT-OSS-120B (August 2025)),45,14,0.4,0.6428571428571429,0.24285714285714288,False,CORE-Agent,CORE-Agent,2025-08,2025-08,intra-scaffold,intra-month
corebench_hard,CORE-Agent (Claude Opus 4.1 (August 2025)),CORE-Agent (GPT-OSS-120B High (August 2025)),45,14,0.4,0.5714285714285714,0.17142857142857137,False,CORE-Agent,CORE-Agent,2025-08,2025-08,intra-scaffold,intra-month
corebench_hard,CORE-Agent (Claude Opus 4.1 (August 2025)),CORE-Agent (Gemini 2.0 Flash (February 2025)),45,14,0.4,0.6428571428571429,0.24285714285714288,False,CORE-Agent,CORE-Agent,2025-08,2025-02,intra-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Opus 4.1 (August 2025)),CORE-Agent (Gemini 2.5 Pro Preview (March 2025)),45,14,0.28888888888888886,0.35714285714285715,0.06825396825396829,False,CORE-Agent,CORE-Agent,2025-08,2025-03,intra-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Opus 4.1 (August 2025)),CORE-Agent (o3 Medium (April 2025)),45,14,0.26666666666666666,0.42857142857142855,0.16190476190476188,False,CORE-Agent,CORE-Agent,2025-08,2025-04,intra-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Opus 4.1 (August 2025)),CORE-Agent (o4-mini High (April 2025)),45,14,0.24444444444444444,0.21428571428571427,0.030158730158730163,False,CORE-Agent,CORE-Agent,2025-08,2025-04,intra-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Opus 4.1 (August 2025)),CORE-Agent (o4-mini Low (April 2025)),45,14,0.3333333333333333,0.35714285714285715,0.023809523809523836,False,CORE-Agent,CORE-Agent,2025-08,2025-04,intra-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Opus 4.1 (August 2025)),HAL Generalist Agent (Claude Opus 4.1 (August 2025)),45,14,0.15555555555555556,0.21428571428571427,0.058730158730158716,False,CORE-Agent,HAL Generalist Agent,2025-08,2025-08,inter-scaffold,intra-month
corebench_hard,CORE-Agent (Claude Opus 4.1 (August 2025)),HAL Generalist Agent (Claude Opus 4.1 High (August 2025)),45,14,0.17777777777777778,0.2857142857142857,0.10793650793650791,False,CORE-Agent,HAL Generalist Agent,2025-08,2025-08,inter-scaffold,intra-month
corebench_hard,CORE-Agent (Claude Opus 4.1 (August 2025)),HAL Generalist Agent (Claude Sonnet 4.5 (September 2025)),45,14,0.17777777777777778,0.21428571428571427,0.03650793650793649,False,CORE-Agent,HAL Generalist Agent,2025-08,2025-09,inter-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Opus 4.1 (August 2025)),HAL Generalist Agent (Claude Sonnet 4.5 High (September 2025)),45,14,0.2222222222222222,0.2857142857142857,0.06349206349206349,False,CORE-Agent,HAL Generalist Agent,2025-08,2025-09,inter-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Opus 4.1 (August 2025)),HAL Generalist Agent (Claude-3.7 Sonnet (February 2025)),45,14,0.2,0.14285714285714285,0.05714285714285716,False,CORE-Agent,HAL Generalist Agent,2025-08,2025-02,inter-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Opus 4.1 (August 2025)),HAL Generalist Agent (Claude-3.7 Sonnet High (February 2025)),45,14,0.13333333333333333,0.07142857142857142,0.06190476190476191,False,CORE-Agent,HAL Generalist Agent,2025-08,2025-02,inter-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Opus 4.1 (August 2025)),HAL Generalist Agent (DeepSeek R1 (January 2025)),45,14,0.4888888888888889,0.9285714285714286,0.43968253968253973,False,CORE-Agent,HAL Generalist Agent,2025-08,2025-01,inter-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Opus 4.1 (August 2025)),HAL Generalist Agent (DeepSeek R1 (May 2025)),45,14,0.4222222222222222,0.7142857142857143,0.2920634920634921,False,CORE-Agent,HAL Generalist Agent,2025-08,2025-05,inter-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Opus 4.1 (August 2025)),HAL Generalist Agent (DeepSeek V3 (March 2025)),45,14,0.4222222222222222,0.7857142857142857,0.3634920634920635,False,CORE-Agent,HAL Generalist Agent,2025-08,2025-03,inter-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Opus 4.1 (August 2025)),HAL Generalist Agent (GPT-4.1 (April 2025)),45,14,0.28888888888888886,0.35714285714285715,0.06825396825396829,False,CORE-Agent,HAL Generalist Agent,2025-08,2025-04,inter-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Opus 4.1 (August 2025)),HAL Generalist Agent (GPT-5 Medium (August 2025)),45,14,0.4,0.6428571428571429,0.24285714285714288,False,CORE-Agent,HAL Generalist Agent,2025-08,2025-08,inter-scaffold,intra-month
corebench_hard,CORE-Agent (Claude Opus 4.1 (August 2025)),HAL Generalist Agent (GPT-OSS-120B (August 2025)),45,14,0.4222222222222222,0.6428571428571429,0.22063492063492068,False,CORE-Agent,HAL Generalist Agent,2025-08,2025-08,inter-scaffold,intra-month
corebench_hard,CORE-Agent (Claude Opus 4.1 (August 2025)),HAL Generalist Agent (GPT-OSS-120B High (August 2025)),45,14,0.4222222222222222,0.7142857142857143,0.2920634920634921,False,CORE-Agent,HAL Generalist Agent,2025-08,2025-08,inter-scaffold,intra-month
corebench_hard,CORE-Agent (Claude Opus 4.1 (August 2025)),HAL Generalist Agent (Gemini 2.0 Flash (February 2025)),45,14,0.4666666666666667,0.7857142857142857,0.319047619047619,False,CORE-Agent,HAL Generalist Agent,2025-08,2025-02,inter-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Opus 4.1 (August 2025)),HAL Generalist Agent (o3 Medium (April 2025)),45,14,0.28888888888888886,0.42857142857142855,0.13968253968253969,False,CORE-Agent,HAL Generalist Agent,2025-08,2025-04,inter-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Opus 4.1 (August 2025)),HAL Generalist Agent (o4-mini High (April 2025)),45,14,0.15555555555555556,0.07142857142857142,0.08412698412698413,False,CORE-Agent,HAL Generalist Agent,2025-08,2025-04,inter-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Opus 4.1 (August 2025)),HAL Generalist Agent (o4-mini Low (April 2025)),45,14,0.35555555555555557,0.5,0.14444444444444443,False,CORE-Agent,HAL Generalist Agent,2025-08,2025-04,inter-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Opus 4.1 High (August 2025)),CORE-Agent (Claude Sonnet 4 (May 2025)),45,14,0.13333333333333333,0.21428571428571427,0.08095238095238094,False,CORE-Agent,CORE-Agent,2025-08,2025-05,intra-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Opus 4.1 High (August 2025)),CORE-Agent (Claude Sonnet 4 High (May 2025)),45,14,0.08888888888888889,-0.07142857142857142,0.1603174603174603,True,CORE-Agent,CORE-Agent,2025-08,2025-05,intra-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Opus 4.1 High (August 2025)),CORE-Agent (Claude Sonnet 4.5 (September 2025)),45,14,0.044444444444444446,0.2857142857142857,0.24126984126984125,False,CORE-Agent,CORE-Agent,2025-08,2025-09,intra-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Opus 4.1 High (August 2025)),CORE-Agent (Claude Sonnet 4.5 High (September 2025)),45,14,-0.022222222222222223,0.07142857142857142,0.09365079365079365,True,CORE-Agent,CORE-Agent,2025-08,2025-09,intra-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Opus 4.1 High (August 2025)),CORE-Agent (Claude-3.7 Sonnet (February 2025)),45,14,0.06666666666666667,0.07142857142857142,0.004761904761904759,False,CORE-Agent,CORE-Agent,2025-08,2025-02,intra-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Opus 4.1 High (August 2025)),CORE-Agent (Claude-3.7 Sonnet High (February 2025)),45,14,0.17777777777777778,0.2857142857142857,0.10793650793650791,False,CORE-Agent,CORE-Agent,2025-08,2025-02,intra-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Opus 4.1 High (August 2025)),CORE-Agent (DeepSeek R1 (January 2025)),45,14,0.4,0.7857142857142857,0.3857142857142857,False,CORE-Agent,CORE-Agent,2025-08,2025-01,intra-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Opus 4.1 High (August 2025)),CORE-Agent (DeepSeek V3 (March 2025)),45,14,0.24444444444444444,0.2857142857142857,0.04126984126984126,False,CORE-Agent,CORE-Agent,2025-08,2025-03,intra-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Opus 4.1 High (August 2025)),CORE-Agent (DeepSeek V3.1 (August 2025)),45,14,0.2222222222222222,0.35714285714285715,0.13492063492063494,False,CORE-Agent,CORE-Agent,2025-08,2025-08,intra-scaffold,intra-month
corebench_hard,CORE-Agent (Claude Opus 4.1 High (August 2025)),CORE-Agent (GPT-4.1 (April 2025)),45,14,0.08888888888888889,0.0,0.08888888888888889,False,CORE-Agent,CORE-Agent,2025-08,2025-04,intra-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Opus 4.1 High (August 2025)),CORE-Agent (GPT-5 Medium (August 2025)),45,14,0.15555555555555556,0.21428571428571427,0.058730158730158716,False,CORE-Agent,CORE-Agent,2025-08,2025-08,intra-scaffold,intra-month
corebench_hard,CORE-Agent (Claude Opus 4.1 High (August 2025)),CORE-Agent (GPT-OSS-120B (August 2025)),45,14,0.3111111111111111,0.5714285714285714,0.2603174603174603,False,CORE-Agent,CORE-Agent,2025-08,2025-08,intra-scaffold,intra-month
corebench_hard,CORE-Agent (Claude Opus 4.1 High (August 2025)),CORE-Agent (GPT-OSS-120B High (August 2025)),45,14,0.3111111111111111,0.5,0.18888888888888888,False,CORE-Agent,CORE-Agent,2025-08,2025-08,intra-scaffold,intra-month
corebench_hard,CORE-Agent (Claude Opus 4.1 High (August 2025)),CORE-Agent (Gemini 2.0 Flash (February 2025)),45,14,0.3111111111111111,0.5714285714285714,0.2603174603174603,False,CORE-Agent,CORE-Agent,2025-08,2025-02,intra-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Opus 4.1 High (August 2025)),CORE-Agent (Gemini 2.5 Pro Preview (March 2025)),45,14,0.2,0.2857142857142857,0.08571428571428569,False,CORE-Agent,CORE-Agent,2025-08,2025-03,intra-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Opus 4.1 High (August 2025)),CORE-Agent (o3 Medium (April 2025)),45,14,0.17777777777777778,0.35714285714285715,0.17936507936507937,False,CORE-Agent,CORE-Agent,2025-08,2025-04,intra-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Opus 4.1 High (August 2025)),CORE-Agent (o4-mini High (April 2025)),45,14,0.15555555555555556,0.14285714285714285,0.012698412698412709,False,CORE-Agent,CORE-Agent,2025-08,2025-04,intra-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Opus 4.1 High (August 2025)),CORE-Agent (o4-mini Low (April 2025)),45,14,0.24444444444444444,0.2857142857142857,0.04126984126984126,False,CORE-Agent,CORE-Agent,2025-08,2025-04,intra-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Opus 4.1 High (August 2025)),HAL Generalist Agent (Claude Opus 4.1 (August 2025)),45,14,0.06666666666666667,0.14285714285714285,0.07619047619047618,False,CORE-Agent,HAL Generalist Agent,2025-08,2025-08,inter-scaffold,intra-month
corebench_hard,CORE-Agent (Claude Opus 4.1 High (August 2025)),HAL Generalist Agent (Claude Opus 4.1 High (August 2025)),45,14,0.08888888888888889,0.21428571428571427,0.1253968253968254,False,CORE-Agent,HAL Generalist Agent,2025-08,2025-08,inter-scaffold,intra-month
corebench_hard,CORE-Agent (Claude Opus 4.1 High (August 2025)),HAL Generalist Agent (Claude Sonnet 4.5 (September 2025)),45,14,0.08888888888888889,0.14285714285714285,0.05396825396825396,False,CORE-Agent,HAL Generalist Agent,2025-08,2025-09,inter-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Opus 4.1 High (August 2025)),HAL Generalist Agent (Claude Sonnet 4.5 High (September 2025)),45,14,0.13333333333333333,0.21428571428571427,0.08095238095238094,False,CORE-Agent,HAL Generalist Agent,2025-08,2025-09,inter-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Opus 4.1 High (August 2025)),HAL Generalist Agent (Claude-3.7 Sonnet (February 2025)),45,14,0.1111111111111111,0.07142857142857142,0.03968253968253968,False,CORE-Agent,HAL Generalist Agent,2025-08,2025-02,inter-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Opus 4.1 High (August 2025)),HAL Generalist Agent (Claude-3.7 Sonnet High (February 2025)),45,14,0.044444444444444446,0.0,0.044444444444444446,False,CORE-Agent,HAL Generalist Agent,2025-08,2025-02,inter-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Opus 4.1 High (August 2025)),HAL Generalist Agent (DeepSeek R1 (January 2025)),45,14,0.4,0.8571428571428571,0.4571428571428571,False,CORE-Agent,HAL Generalist Agent,2025-08,2025-01,inter-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Opus 4.1 High (August 2025)),HAL Generalist Agent (DeepSeek R1 (May 2025)),45,14,0.3333333333333333,0.6428571428571429,0.3095238095238096,False,CORE-Agent,HAL Generalist Agent,2025-08,2025-05,inter-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Opus 4.1 High (August 2025)),HAL Generalist Agent (DeepSeek V3 (March 2025)),45,14,0.3333333333333333,0.7142857142857143,0.380952380952381,False,CORE-Agent,HAL Generalist Agent,2025-08,2025-03,inter-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Opus 4.1 High (August 2025)),HAL Generalist Agent (GPT-4.1 (April 2025)),45,14,0.2,0.2857142857142857,0.08571428571428569,False,CORE-Agent,HAL Generalist Agent,2025-08,2025-04,inter-scaffold,inter-month
corebench_hard,CORE-Agent (Claude Opus 4.1 High (August 2025)),HAL Generalist Agent (GPT-5 Medium (August 2025)),45,14,0.3111111111111111,0.5714285714285714,0.2603174603174603,False,CORE-Agent,HAL Generalist Agent,2025-08,2025-08,inter-scaffold,intra-month
corebench_hard,CORE-Agent (Claude Opus 4.1 High (August 2025)),HAL Generalist Agent (GPT-OSS-120B (August 2025)),45,14,0.3333333333333333,0.5714285714285714,0.23809523809523808,False,CORE-Agent,HAL Generalist Agent,2025-08,2025-08,inter-scaffold,intra-month
